longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,y
-118.08,34,35,1188,342,1373,332,2.9107,150.9
-118.08,33.99,38,1683,328,1369,339,3.6196,170.7
-118.08,33.99,37,1419,310,1125,296,2.5,162
-118.08,33.99,36,2024,590,2028,573,2.8152,163.9
-118.08,33.98,39,1042,221,863,228,3.6033,157.8
-118.08,33.98,36,1492,282,1041,270,4.0677,165.8
-118.08,33.97,38,1026,190,789,193,4.2,163.2
-118.08,33.97,36,1678,323,1380,352,3.5481,163.3
-118.08,33.97,36,1620,298,1258,309,3.9773,166.7
-118.08,33.97,35,825,155,590,144,4.6333,161.2
-118.08,33.96,35,2104,399,1659,387,4.0096,165
-118.08,33.96,34,1431,310,1162,288,4.369,165.4
-118.08,33.95,37,1743,348,1328,354,3.0944,162.8
-118.08,33.94,21,3933,949,2219,820,2.4926,171.4
-118.08,33.93,39,859,164,673,172,3.7143,158.2
-118.08,33.93,39,1478,324,1127,320,3.525,158
-118.08,33.93,34,1558,375,1179,337,3.2188,165.1
-118.08,33.93,33,2263,511,1626,457,3.5556,172.8
-118.08,33.92,39,1631,322,1034,328,4.5382,165.7
-118.08,33.92,34,2118,437,1414,442,3.7238,166.8
-118.08,33.91,36,1551,297,1100,322,5.1187,168.1
-118.08,33.91,30,3259,942,2744,895,2.8608,165.6
-118.08,33.91,30,1366,460,920,410,0.9946,159.9
-118.08,33.91,18,1573,396,1200,365,2.895,146.9
-118.08,33.9,44,1167,237,733,237,4.2083,168.3
-118.08,33.9,42,1768,372,1155,368,3.558,161.1
-118.08,33.89,41,834,166,603,179,3.7321,167.5
-118.08,33.89,37,1152,259,981,225,3.2857,153.6
-118.08,33.89,35,1071,290,1412,274,3.1917,114.9
-118.08,33.89,33,2131,435,2045,426,4,145.7
-118.08,33.89,28,1035,275,1545,269,3.0357,123.4
-118.08,33.88,30,1901,519,2685,496,3.2639,120.1
-118.08,33.88,27,3065,736,1840,719,3.6417,208.1
-118.08,33.87,23,2536,552,2012,556,4.1406,200.8
-118.08,33.86,29,3260,783,1969,737,3.5268,215.5
-118.08,33.86,29,1018,235,684,248,3.3333,198.8
-118.08,33.86,26,778,173,539,186,3.2679,236.5
-118.08,33.86,17,2259,383,1378,386,5.8733,287
-118.08,33.85,22,1055,204,682,216,6,191.3
-118.08,33.85,19,4261,678,2621,661,6.2427,288.7
-118.08,33.84,31,2906,578,1806,553,4.8448,194.6
-118.08,33.84,31,2377,600,2042,593,3.625,170.4
-118.08,33.84,25,3696,953,2827,860,3.3438,153.3
-118.08,33.83,30,2188,556,2727,525,2.7759,136.8
-118.08,33.82,30,2636,652,3412,649,2.8095,118.3
-118.08,33.81,20,6295,937,2292,874,7.6084,402.5
-118.08,33.8,29,3675,613,1457,591,6.0553,369.4
-118.08,33.78,30,2879,403,1109,414,6.9324,364.7
-118.08,33.78,25,5321,967,1969,903,5.0102,340.1
-118.08,33.77,26,3083,806,960,723,1.9074,68.5
-118.08,33.77,26,2013,551,664,510,2.2708,67.5
-118.08,33.76,27,529,159,193,155,2.0952,71.3
-118.08,33.76,26,996,364,366,313,1.2813,46.7
-118.08,33.76,26,1967,577,692,538,1.6111,54.3
-118.08,33.76,25,1995,637,743,597,1.4617,46.9
-118.08,33.72,14,2021,396,696,367,7.1673,340.7
-118.09,34.74,34,1218,285,797,248,2.4348,104.8
-118.09,34.7,6,4558,804,1543,563,2.8548,138.5
-118.09,34.68,4,23386,4171,10493,3671,4.0211,144
-118.09,34.63,31,1537,416,1239,397,1.9722,99.2
-118.09,34.57,4,9761,1683,4970,1535,4.5266,142.9
-118.09,34.18,34,3113,409,1139,418,10.2289,500.001
-118.09,34.17,36,2875,552,1131,458,4.3083,269.3
-118.09,34.16,45,2199,358,942,353,5.0393,321.1
-118.09,34.15,49,1467,259,688,260,4.3452,260.1
-118.09,34.15,46,271,74,150,55,2.2321,237.5
-118.09,34.15,45,1345,356,749,327,2.8007,210.9
-118.09,34.14,40,3092,549,1457,536,5.3377,373.8
-118.09,34.12,45,2966,415,1231,409,7.8347,500.001
-118.09,34.12,38,2638,432,1284,433,5.4536,342.7
-118.09,34.11,45,1883,275,764,289,6.5078,414.8
-118.09,34.11,36,2966,527,1231,482,4.6442,316.8
-118.09,34.1,40,1904,393,1183,364,3.6696,210.4
-118.09,34.1,27,6010,1532,3620,1445,2.7436,201.7
-118.09,34.09,40,855,208,745,222,3.0125,224
-118.09,34.09,36,1068,246,949,250,2.3462,188.5
-118.09,34.08,42,1003,236,769,231,3.1607,218.3
-118.09,34.08,34,1513,384,986,336,2.6901,235.6
-118.09,34.08,33,1430,344,1165,328,3.0357,206
-118.09,34.07,45,593,133,481,128,2.5938,199.3
-118.09,34.07,38,1036,226,1058,235,3.2578,184.2
-118.09,34.07,31,1054,252,1032,258,2.3424,188.5
-118.09,34.07,26,794,182,709,170,3.175,170.8
-118.09,34.06,38,3230,840,3485,827,2.629,171.6
-118.09,34.06,31,1146,289,1163,258,2.2083,185.6
-118.09,34.05,22,1764,357,1379,363,3.5357,199
-118.09,34.04,24,1543,257,824,271,6.4385,272.6
-118.09,34.04,18,5580,1369,3842,1276,3.6512,168.5
-118.09,34.02,33,4853,1105,2855,1006,3.2622,208.6
-118.09,34.02,28,1984,313,1099,343,4.5526,250.2
-118.09,34.01,42,897,229,1094,238,2.0729,114.1
-118.09,34.01,36,1465,363,1538,342,3.5469,150.6
-118.09,34.01,31,1108,238,1151,229,4.3333,149.5
-118.09,34,36,1722,353,1174,335,3.045,160.6
-118.09,34,35,1580,331,1290,338,4.1458,162.5
-118.09,33.99,34,1369,270,1005,272,3.692,172.6
-118.09,33.98,39,936,194,691,211,3.6875,169.5
-118.09,33.98,37,1226,255,1068,271,3.1607,172.2
-118.09,33.97,39,1473,297,1108,294,4.1389,166
-118.09,33.97,35,2664,541,2033,491,3.7326,164.3
-118.09,33.96,36,3271,603,2593,616,3.3621,169.7
-118.09,33.96,36,1116,229,719,233,3.425,163.2
-118.09,33.96,20,1911,472,1407,465,2.7647,163
-118.09,33.95,36,1991,396,1306,403,4.5,166.6
-118.09,33.95,32,1083,206,737,218,3.5583,170.8
-118.09,33.94,36,2762,472,1576,493,4.0846,183.4
-118.09,33.94,33,1976,404,1379,395,3.8542,175.4
-118.09,33.93,37,1950,356,1183,338,4.1449,175.3
-118.09,33.93,36,1585,323,1205,343,4.5306,183.4
-118.09,33.92,36,2381,419,1669,444,4.6976,171.1
-118.09,33.92,36,1226,211,711,219,4.5699,170.8
-118.09,33.92,35,1994,419,1491,428,3.7383,166.2
-118.09,33.92,33,879,181,547,169,5.3146,168.6
-118.09,33.92,31,1983,419,1157,390,3.5455,168.3
-118.09,33.91,36,1442,271,990,268,4.0517,162.2
-118.09,33.91,34,1582,343,1356,324,3.4211,141.1
-118.09,33.91,14,2369,604,1546,464,3.7969,159.4
-118.09,33.9,36,1215,279,862,285,3.7604,158.7
-118.09,33.9,33,3326,720,2533,689,3.1441,176.3
-118.09,33.89,27,3399,882,2465,811,3.099,166.6
-118.09,33.88,27,3119,635,1887,567,3.8654,195.3
-118.09,33.85,19,8120,1371,5026,1345,6.3093,286.5
-118.09,33.84,27,1594,295,1061,320,4.7917,217.7
-118.09,33.84,23,4412,910,2380,825,4.54,213.1
-118.09,33.83,36,2734,448,1308,441,5.9265,227.3
-118.09,33.82,36,2219,393,1042,396,5.2299,239.8
-118.09,33.81,36,1878,323,846,325,7.1937,254.4
-118.09,33.81,36,1371,250,666,257,5.0795,243.3
-118.09,33.8,36,1724,322,838,328,4.4831,253.9
-118.09,33.79,36,4210,657,1911,631,5.8491,247.3
-118.09,33.79,31,4231,617,1694,623,6.6312,360.1
-118.09,33.78,26,2146,298,852,296,6.6137,342.7
-118.09,33.77,27,2301,640,847,627,1.7208,67.5
-118.09,33.77,26,5359,1508,1829,1393,1.7675,61.3
-118.09,33.77,26,1388,409,515,392,1.8015,62
-118.09,33.75,32,6239,974,2615,950,6.6188,380
-118.09,33.74,44,1671,390,871,367,4.6369,422.2
-118.09,33.71,19,1397,271,491,197,8.7397,500.001
-118.09,33.7,13,4770,969,2261,972,5.883,295.1
-118.1,34.71,16,3914,819,1524,795,2.415,137.5
-118.1,34.7,5,10356,1647,4562,1427,4.9806,141.1
-118.1,34.58,32,1489,306,774,267,3.275,103.5
-118.1,34.58,29,2843,603,1517,573,2.6658,106.9
-118.1,34.57,7,20377,4335,11973,3933,3.3086,138.1
-118.1,34.18,47,2168,352,902,361,5.894,300.9
-118.1,34.18,39,2321,336,880,339,7.7108,450
-118.1,34.17,46,1774,315,753,330,4.7241,279.6
-118.1,34.17,44,4505,894,2296,899,3.4811,300.5
-118.1,34.15,32,978,227,543,211,3.0096,199
-118.1,34.15,14,1442,369,782,343,2.7431,177.5
-118.1,34.14,45,3066,659,1287,625,3.5804,324.4
-118.1,34.13,44,1917,265,754,257,12.4237,500.001
-118.1,34.12,50,1835,231,636,211,11.6471,500.001
-118.1,34.12,49,3783,579,1601,539,6.3013,500.001
-118.1,34.11,49,3367,523,1317,495,6.706,351.4
-118.1,34.1,52,1788,313,792,294,3.75,280
-118.1,34.1,34,2578,645,1628,617,2.34,210.9
-118.1,34.1,29,1937,448,1352,433,3.81,234.6
-118.1,34.09,46,2822,525,1434,520,3.8906,238.3
-118.1,34.09,44,2352,484,1517,463,4.2833,258
-118.1,34.09,42,1460,289,829,273,4.875,227.3
-118.1,34.08,37,2894,659,1977,636,2.543,208.1
-118.1,34.08,24,4510,1296,3985,1240,2.6884,204.6
-118.1,34.08,21,1349,352,1188,330,2.5,182.1
-118.1,34.07,36,3661,956,3816,931,2.5104,185
-118.1,34.07,33,3437,1081,3817,1042,2.25,203.7
-118.1,34.07,29,1179,313,1255,308,2.5964,176.8
-118.1,34.06,36,1463,369,1492,366,3.25,179.2
-118.1,34.06,31,2852,740,3100,725,2.9524,178.8
-118.1,34.05,31,3559,734,2975,715,3.756,183.3
-118.1,34.05,26,1495,328,1296,304,2.913,152.3
-118.1,34.02,37,1022,232,653,238,3.0625,189.4
-118.1,34.02,33,1143,172,508,174,4.9107,279.9
-118.1,34.01,42,1436,298,1005,298,3.4297,195.8
-118.1,34.01,23,1724,576,1336,542,1.3365,183.3
-118.1,34,32,2122,591,1929,539,2.7311,169.3
-118.1,33.99,36,1529,290,1271,287,3.6875,175.2
-118.1,33.99,35,1326,272,933,267,3.4306,162.5
-118.1,33.99,31,965,217,599,206,2.7202,190.3
-118.1,33.98,34,1357,310,1042,287,3.4083,156.7
-118.1,33.96,40,1743,328,981,291,3.6667,173.1
-118.1,33.96,38,1657,335,1195,309,4.1711,160.1
-118.1,33.96,36,2013,435,1476,475,3.9549,192.1
-118.1,33.96,36,1184,240,946,232,4.0357,162.5
-118.1,33.95,34,3635,781,2171,720,3.7308,196.9
-118.1,33.95,27,1666,365,995,354,4.5694,204.3
-118.1,33.94,34,1947,284,841,277,6.1814,453.6
-118.1,33.94,33,639,129,460,118,3.1607,189
-118.1,33.93,36,1124,217,707,234,4.375,174.5
-118.1,33.93,35,1622,302,845,284,4.5769,186.1
-118.1,33.93,33,1474,325,1205,335,3.1397,166.8
-118.1,33.92,35,2017,383,1388,386,4.0774,171.6
-118.1,33.91,40,513,100,399,99,4.875,167.6
-118.1,33.91,36,726,145,490,130,3.6389,167.6
-118.1,33.91,36,1080,201,719,201,4.2679,175.8
-118.1,33.91,35,1592,335,1238,320,4.9732,165
-118.1,33.9,43,1237,243,776,246,4.325,166
-118.1,33.9,40,1880,377,1229,378,4.4167,174.6
-118.1,33.9,37,796,175,740,183,3.6,156.4
-118.1,33.9,37,1061,202,768,206,4.75,161.9
-118.1,33.9,35,1151,248,809,246,4.7813,160
-118.1,33.89,36,769,142,498,137,4.7159,182.1
-118.1,33.89,35,994,203,602,185,3.5865,178
-118.1,33.89,34,2242,436,1483,443,4.4934,185.6
-118.1,33.88,18,8046,1221,4276,1228,6.5515,319.6
-118.1,33.86,21,3052,624,1588,568,4.3397,268.1
-118.1,33.85,36,1473,253,713,257,5.9493,228
-118.1,33.85,28,2825,470,1352,469,5.2639,242
-118.1,33.85,19,993,174,572,175,5.7039,277.6
-118.1,33.84,36,690,109,316,104,3.7813,209.1
-118.1,33.84,36,1915,316,850,319,4.7222,225.8
-118.1,33.84,36,1557,270,697,251,4.5417,219.6
-118.1,33.84,35,1790,269,924,263,5.296,226.2
-118.1,33.83,37,2059,349,825,334,4.0603,225.2
-118.1,33.83,36,1408,250,702,251,4.875,222.5
-118.1,33.82,36,2422,420,1193,421,4.8462,225.7
-118.1,33.82,36,1946,346,871,336,5.2155,254.8
-118.1,33.82,36,1930,354,915,328,5.2713,244.4
-118.1,33.81,36,856,146,451,164,5.1993,246
-118.1,33.81,36,1962,325,786,315,5.62,239.6
-118.1,33.8,37,1814,329,850,328,5.0574,240.8
-118.1,33.79,36,3359,596,1522,565,5.1805,249.4
-118.1,33.79,35,2370,379,996,380,5.7368,287.2
-118.1,33.78,35,4466,740,2134,743,5.7389,251.8
-118.1,33.74,37,997,262,531,282,4.7773,400
-118.1,33.74,33,2119,524,872,465,4.537,495.5
-118.1,33.74,32,2035,520,934,512,4.2287,500.001
-118.1,33.74,31,1310,342,563,310,4.6528,457.1
-118.11,34.19,50,1430,186,620,201,9.532,483.3
-118.11,34.18,52,3571,510,1434,490,5.9009,376
-118.11,34.17,50,3374,598,1484,569,4.99,261.6
-118.11,34.17,46,2837,592,1453,549,3.1115,234.6
-118.11,34.16,52,3158,459,1229,444,5.4223,325.6
-118.11,34.16,52,2489,437,1101,438,4.2065,320.3
-118.11,34.15,40,1950,509,1038,438,2.6172,196.1
-118.11,34.15,26,2193,558,1186,559,3.6474,184.1
-118.11,34.14,52,2401,332,810,308,6.0948,358.7
-118.11,34.14,44,3298,615,1417,643,4.1324,434.8
-118.11,34.12,52,2954,371,1152,347,11.5609,500.001
-118.11,34.11,50,2131,294,753,284,6.7099,352.2
-118.11,34.1,49,2812,478,1329,490,5.2503,292.9
-118.11,34.1,44,2012,435,1454,456,3.3229,226.6
-118.11,34.1,20,3090,802,2109,738,3.3801,192.5
-118.11,34.08,45,1106,226,779,205,4.5446,244.8
-118.11,34.08,42,3172,644,1829,642,3.3966,243.2
-118.11,34.08,30,2350,472,945,467,3.3421,201
-118.11,34.07,46,1130,229,698,209,5.2719,244.4
-118.11,34.07,19,3215,907,3072,870,2.3393,202.3
-118.11,34.06,32,1273,344,1148,368,2.1061,214.7
-118.11,34.06,30,1547,436,1700,410,2.5488,187.5
-118.11,34.06,18,2609,721,2221,703,2.3224,192.3
-118.11,34.06,16,2416,565,1750,514,2.8229,163.7
-118.11,34.06,14,2628,668,2208,574,2.9764,160.3
-118.11,34.05,23,3436,565,1729,529,5.9941,266.7
-118.11,34.04,28,3913,696,2264,697,5.2446,258
-118.11,34.02,40,1727,309,932,313,3.95,210.2
-118.11,34.01,43,1539,386,1122,377,2.4605,196
-118.11,34.01,41,815,252,775,231,2.2847,190
-118.11,34.01,22,1141,332,1189,321,2.2042,162.5
-118.11,34,38,2573,484,1568,459,3.0208,193.7
-118.11,34,24,2403,590,2103,547,2.7292,193.8
-118.11,33.98,36,446,108,410,117,3.3942,147.2
-118.11,33.97,33,2125,500,1672,476,3.6397,166.6
-118.11,33.96,29,2784,582,1278,550,4.3882,261.6
-118.11,33.95,36,2049,334,1105,363,4.8036,261.3
-118.11,33.95,34,2319,334,941,356,6.4319,452.3
-118.11,33.95,34,1723,279,617,252,6.7501,400
-118.11,33.94,37,1434,262,786,256,4.4375,244.9
-118.11,33.94,36,1949,319,909,325,5.1587,296.6
-118.11,33.94,32,2098,378,1036,385,5.0258,255.4
-118.11,33.93,35,2670,493,1196,488,3.8427,283.5
-118.11,33.93,17,1205,347,736,342,3.2011,162.5
-118.11,33.92,34,1414,263,983,264,4.1767,156.6
-118.11,33.92,32,1016,190,729,177,4.3,151.3
-118.11,33.91,36,1088,231,617,211,3.8824,193.1
-118.11,33.91,29,889,166,597,163,4.9609,186.7
-118.11,33.91,22,1981,472,1231,457,4.0878,153.7
-118.11,33.9,36,1347,278,748,278,5.1423,183.1
-118.11,33.9,35,2604,495,1465,470,4.4896,184.6
-118.11,33.9,35,1323,269,1084,240,5.0753,178
-118.11,33.9,26,4173,893,2471,863,3.5052,196
-118.11,33.89,35,1139,197,772,233,4.375,204.7
-118.11,33.88,35,1623,304,868,272,3.5893,276
-118.11,33.88,19,3203,708,1761,667,4.0911,239.7
-118.11,33.87,33,1379,254,795,297,4.6713,231.8
-118.11,33.86,35,1255,252,685,279,4.2,226.9
-118.11,33.85,36,887,163,482,157,4.125,219.5
-118.11,33.85,36,2418,389,1138,387,4.8393,216.3
-118.11,33.84,37,1588,272,692,245,4.8594,220.3
-118.11,33.84,36,1756,297,798,287,5.5581,218.3
-118.11,33.84,36,1523,263,717,278,4.875,218.9
-118.11,33.84,36,1463,257,722,260,4.8438,226.3
-118.11,33.84,36,1074,188,496,196,4.625,217.4
-118.11,33.83,37,1249,202,517,189,4.4196,223.1
-118.11,33.83,36,1784,303,964,299,4.2703,220.9
-118.11,33.83,36,1726,287,820,288,5.5767,218.1
-118.11,33.83,36,1462,233,664,220,5.1171,225.3
-118.11,33.82,37,1987,347,1095,357,4.3203,232.8
-118.11,33.82,37,1756,345,836,335,4.375,218.2
-118.11,33.82,36,1999,390,887,379,3.8162,221.9
-118.11,33.82,36,1742,340,857,341,4.6875,218.2
-118.11,33.81,37,1694,280,776,271,6.2187,257.9
-118.11,33.81,36,1252,209,558,214,3.9722,235.6
-118.11,33.8,36,1837,319,810,305,4.3897,235
-118.11,33.8,36,1680,291,744,280,4.66,244.8
-118.11,33.8,35,1034,180,444,177,5.4602,231.6
-118.11,33.79,36,2223,370,1039,370,5.7942,257
-118.11,33.79,36,1993,354,884,337,5.587,244.9
-118.11,33.78,16,3985,567,1327,564,7.9767,500.001
-118.11,33.77,15,9103,1847,3333,1712,5.1508,367.3
-118.11,33.75,24,1608,314,592,314,5.0926,390.5
-118.11,33.75,15,2569,812,785,477,5.4011,346.4
-118.11,33.74,43,1222,303,565,309,4.8482,500.001
-118.11,33.73,32,1258,333,645,334,5.0476,500.001
-118.12,34.71,46,40,10,14,7,1.125,225
-118.12,34.71,26,4230,823,2789,793,2.5179,104
-118.12,34.7,7,4915,885,2833,874,4.3229,130
-118.12,34.69,27,3019,501,1580,523,3.7804,113.5
-118.12,34.69,17,2479,390,1219,363,4.6417,125.7
-118.12,34.68,12,5319,875,2439,779,4.6629,131.5
-118.12,34.6,33,2189,497,1459,443,2.3958,94.5
-118.12,34.58,13,2614,650,1949,537,2.0547,102.6
-118.12,34.56,5,6446,1154,3427,1104,3.9936,148.5
-118.12,34.23,52,433,69,147,53,3.9583,162.5
-118.12,34.19,52,2405,299,970,319,8.7835,444.1
-118.12,34.18,47,2344,513,1537,481,3.4777,230.6
-118.12,34.18,44,2357,342,891,337,6.3467,352.7
-118.12,34.17,52,2948,542,1363,495,4.7098,287.9
-118.12,34.17,52,2166,483,1308,467,3.0417,222.6
-118.12,34.17,52,1835,330,777,317,3.7159,315.4
-118.12,34.17,37,2705,676,1551,608,2.2692,225
-118.12,34.15,35,1760,447,984,384,3.4167,198.2
-118.12,34.14,52,2337,352,981,328,5.8692,490.4
-118.12,34.14,25,3420,977,1718,947,3.1033,217.9
-118.12,34.13,52,2935,341,975,327,11.706,500.001
-118.12,34.12,52,2907,317,956,279,15.0001,500.001
-118.12,34.11,52,2787,353,1057,364,10.2317,500.001
-118.12,34.11,48,2124,319,785,319,5.2131,359.6
-118.12,34.1,49,2057,430,1103,414,4.0556,282.6
-118.12,34.1,34,2918,555,1435,568,4.2344,306.3
-118.12,34.09,25,4870,1371,3518,1296,3.2307,188.4
-118.12,34.09,25,3603,1003,2719,913,2.6981,208
-118.12,34.08,52,1437,290,980,282,5.3032,245.7
-118.12,34.08,36,2433,585,1565,563,3.2344,234.9
-118.12,34.08,35,2248,615,1762,622,3,253.9
-118.12,34.07,45,1770,423,1410,389,3.0592,212.5
-118.12,34.07,43,1050,252,820,244,2.025,215.6
-118.12,34.06,25,1526,388,1304,378,3.1892,214.7
-118.12,34.06,25,1137,293,800,281,2.4286,233.3
-118.12,34.06,23,1190,347,965,327,2.2261,211.8
-118.12,34.06,17,5137,1614,4945,1535,2.4599,181.6
-118.12,34.05,32,3775,786,2416,792,3.6625,247.6
-118.12,34.04,35,1064,203,608,201,4.0938,246.9
-118.12,34.04,35,1038,209,598,190,5.9214,254.9
-118.12,34.04,34,2103,427,1355,434,4.5795,235.3
-118.12,34.03,20,2595,428,1751,479,5.6112,308
-118.12,34.02,36,1595,383,1105,359,2.4286,205.6
-118.12,34.02,25,2655,558,1466,525,3.0529,265.8
-118.12,34.01,40,1417,338,1068,331,2.4259,164.6
-118.12,34.01,33,1956,478,1472,464,1.9867,166.3
-118.12,34,31,3281,768,2385,733,2.7308,173.8
-118.12,33.99,24,1705,479,2037,459,2.4219,137.5
-118.12,33.98,44,932,179,717,180,3.6875,178.1
-118.12,33.97,35,708,145,471,153,3.2,197.4
-118.12,33.97,33,3099,839,2025,750,3.183,191.1
-118.12,33.96,38,2105,348,956,350,4.4125,246
-118.12,33.96,38,1301,264,877,275,4.625,191.3
-118.12,33.96,36,1426,235,698,240,4.8523,267.3
-118.12,33.96,34,2863,451,1243,466,6.0723,297.2
-118.12,33.95,36,2752,459,1211,452,5.0526,269.8
-118.12,33.95,35,1604,280,802,280,5.752,291
-118.12,33.94,35,1813,313,825,316,5.2485,323.8
-118.12,33.94,33,2206,393,973,364,4.675,283
-118.12,33.94,31,2210,519,1047,472,3.3292,271.3
-118.12,33.93,27,580,143,466,133,3.0909,187.5
-118.12,33.92,27,6336,1628,4673,1505,2.5893,183.7
-118.12,33.91,36,2053,386,1023,394,3,216.6
-118.12,33.91,36,1432,265,749,261,3.5772,207.4
-118.12,33.91,35,620,122,381,124,3.7917,183.9
-118.12,33.91,35,1518,279,857,251,3.6917,197.5
-118.12,33.91,34,682,132,491,144,4.6389,173.8
-118.12,33.89,29,2666,848,2030,781,2.5432,180.9
-118.12,33.89,22,6876,1960,5162,1879,2.9293,170.8
-118.12,33.88,40,2344,571,1305,544,3.1923,191.9
-118.12,33.88,36,1083,218,557,210,3.0795,218.4
-118.12,33.88,25,1768,559,983,488,2.6184,243.8
-118.12,33.87,43,1633,355,837,350,3.0405,188
-118.12,33.87,21,3764,1081,1919,977,2.5057,156.3
-118.12,33.86,44,2663,511,1277,462,4.3194,199.5
-118.12,33.86,34,2116,427,972,396,4.8516,213.6
-118.12,33.85,37,2386,409,1101,399,4.6908,218.2
-118.12,33.84,37,2706,462,1331,476,5.0719,220
-118.12,33.84,37,2143,382,1047,377,4.4423,216
-118.12,33.84,37,1242,221,565,213,4.1094,215.8
-118.12,33.83,45,1734,331,797,293,4.8917,222.8
-118.12,33.83,44,1712,314,691,293,4.3594,221.3
-118.12,33.82,43,1544,286,701,298,4.1375,226
-118.12,33.82,42,1493,277,671,267,3.2794,224.5
-118.12,33.81,36,2565,458,1155,443,4.6087,224.6
-118.12,33.81,36,1665,291,721,294,4.6875,250.7
-118.12,33.8,36,1257,205,530,211,5.3701,251.4
-118.12,33.8,35,1835,435,774,418,2.7092,256.3
-118.12,33.79,43,1471,301,767,311,4.3317,232.4
-118.12,33.79,41,1762,314,738,300,4.1687,240.7
-118.12,33.76,45,3035,516,1127,527,7.0796,500.001
-118.12,33.76,43,3070,668,1240,646,3.7813,461.5
-118.12,33.75,47,3330,569,1220,557,7.3672,500.001
-118.12,33.75,41,2072,491,742,414,3.9934,500.001
-118.13,34.7,34,1943,500,1078,446,1.1296,93.8
-118.13,34.69,34,2156,397,1269,388,2.75,96.8
-118.13,34.69,32,3670,765,1986,673,3.682,108.8
-118.13,34.68,28,718,124,347,121,4.025,102.6
-118.13,34.58,29,2370,475,1746,483,3.7464,113.5
-118.13,34.44,10,2726,465,1773,459,4.8295,319.1
-118.13,34.21,36,1449,235,621,210,6.1824,274.1
-118.13,34.2,46,2676,427,1022,395,6.4288,295.5
-118.13,34.2,46,1271,236,573,210,4.9312,240.2
-118.13,34.2,45,1213,206,529,231,5.6629,234
-118.13,34.19,48,2539,425,930,364,4.7269,303.9
-118.13,34.19,43,1621,365,1015,329,2.92,242.2
-118.13,34.19,42,2203,412,1012,377,4.0714,234
-118.13,34.18,52,3094,519,1309,488,6.4223,310.9
-118.13,34.17,49,1962,435,1329,457,3.2898,200
-118.13,34.16,36,2162,658,1337,590,2.2095,176.7
-118.13,34.16,33,2682,716,2050,692,2.4817,169.5
-118.13,34.15,9,2099,625,1252,554,3.1875,173.1
-118.13,34.15,18,1665,477,1095,390,2.6038,155.6
-118.13,34.14,29,3559,1034,1658,965,3.2643,163.9
-118.13,34.14,23,5465,1494,2511,1359,3.4531,210.9
-118.13,34.12,46,3156,430,1109,423,10.7397,500.001
-118.13,34.11,45,1780,289,755,328,4.825,351.1
-118.13,34.1,26,3050,825,2153,772,3.1103,214.1
-118.13,34.09,42,700,212,662,210,3.0078,191.7
-118.13,34.09,42,2562,781,1936,687,2.2214,219
-118.13,34.09,21,3862,1186,2773,1102,2.7816,188.2
-118.13,34.08,40,1931,449,1367,446,2.575,228.4
-118.13,34.08,35,2517,662,1883,607,2.5787,223
-118.13,34.07,32,1880,428,1404,424,3.085,220.5
-118.13,34.07,20,2130,654,1870,578,2.3664,192.2
-118.13,34.06,30,1692,398,1130,365,2.8672,198.5
-118.13,34.06,17,1714,572,1590,568,1.1875,183.9
-118.13,34.05,35,3229,616,1879,595,3.9531,268.4
-118.13,34.04,42,2205,451,1392,423,4.3646,211.4
-118.13,34.04,40,1444,312,881,303,3.1083,220.5
-118.13,34.04,36,1938,364,1118,374,3.5833,227.3
-118.13,34.03,42,2203,467,1470,488,2.8385,192.2
-118.13,34.03,31,4267,1070,3176,1071,3.0212,208.2
-118.13,34.02,43,396,91,261,73,2.9044,172.9
-118.13,34.02,41,734,190,565,191,2.2813,192
-118.13,34.02,40,2988,690,2144,667,2.3359,189.3
-118.13,34.02,38,1243,310,788,286,2.5852,185.1
-118.13,34.02,36,984,275,1024,284,2.125,153.5
-118.13,34.01,43,782,207,827,223,3.1538,154.3
-118.13,33.97,36,1759,295,837,267,4.6992,251.9
-118.13,33.97,34,1736,297,823,292,5.4042,241.6
-118.13,33.96,38,1040,202,557,228,4,254.7
-118.13,33.96,36,1933,341,958,335,4.4732,266
-118.13,33.96,35,1500,250,706,250,4.5625,253.5
-118.13,33.95,37,1709,333,778,344,3.9036,326.6
-118.13,33.94,34,522,138,373,139,3.5481,265
-118.13,33.93,38,2040,458,1775,445,3.5227,202.4
-118.13,33.93,34,2122,517,1578,488,3.1496,191.9
-118.13,33.93,19,1793,447,1222,452,2.6862,195.8
-118.13,33.92,36,984,183,615,206,4.1786,201.5
-118.13,33.92,28,3069,864,1932,835,2.4925,177.2
-118.13,33.91,36,1967,316,910,306,4.4948,190.6
-118.13,33.91,35,561,104,261,105,4.9375,183.8
-118.13,33.91,34,916,162,552,164,4.9107,222
-118.13,33.9,38,1475,269,827,265,4.7663,191.6
-118.13,33.9,36,1814,350,886,347,3.4868,208.4
-118.13,33.9,35,1458,261,686,236,3.9038,202.7
-118.13,33.89,36,599,125,361,139,5.0395,225.8
-118.13,33.89,33,3668,867,2368,845,2.8906,204.9
-118.13,33.89,29,2823,737,1723,678,2.7121,165.5
-118.13,33.88,32,3088,1024,1981,956,2.2027,192.7
-118.13,33.88,32,1788,459,1131,461,3.5278,166.1
-118.13,33.87,45,1606,300,735,295,4.6765,198.4
-118.13,33.87,20,3638,868,2326,822,3.3304,194.6
-118.13,33.86,45,1866,343,919,344,3.5833,200.2
